group_176	AP014953.1	0
group_176	AP026943.1	0
group_176	CP019709.1	0
group_176	CP021897.1	0
group_176	CP027605.1	0
group_176	CP030187.1	0
group_176	CP032183.1	0
group_176	CP044180.1	0
group_176	CP044300.1	0
group_176	CP045146.1	0
group_176	CP045159.1	0
group_176	CP045164.1	0
group_176	CP056343.1	0
group_176	CP056637.1	0
group_176	CP057422.1	0
group_176	CP057895.1	0
group_176	CP058032.1	0
group_176	CP067064.1	0
group_176	CP068787.1	0
group_176	CP074214.1	0
group_176	CP074250.1	0
group_176	CP074286.1	0
group_176	CP078022.1	0
group_176	CP082171.1	0
group_176	CP082664.1	0
group_176	CP090228.1	0
group_176	CP090238.1	0
group_176	CP095457.1	0
group_176	CP099103.1	0
group_176	CP115617.1	0
group_176	CP136050.1	0
group_176	NC_003134.1	0
group_176	NC_004835.1	0
group_176	NC_004838.1	0
group_176	NC_005815.1	0
group_176	NC_008118.1	0
group_176	NC_008120.1	0
group_176	NC_014022.1	0
group_176	NC_017155.1	0
group_176	NC_017158.1	0
group_176	NC_017169.1	0
group_176	NC_017266.1	0
group_176	NC_032102.1	0
group_176	NZ_AP018351.1	0
group_176	NZ_AP019819.1	0
group_176	NZ_AP022453.1	0
group_176	NZ_AP025766.1	0
group_176	NZ_AP025769.1	0
group_176	NZ_AP025771.1	0
group_176	NZ_AP025776.1	0
group_176	NZ_AP025779.1	0
group_176	NZ_AP025794.1	0
group_176	NZ_AP025806.1	0
group_176	NZ_AP025814.1	0
group_176	NZ_AP025823.1	0
group_176	NZ_AP025825.1	0
group_176	NZ_AP025829.1	0
group_176	NZ_AP025832.1	0
group_176	NZ_AP025835.1	0
group_176	NZ_AP025838.1	0
group_176	NZ_CP006790.1	0
group_176	NZ_CP009490.1	0
group_176	NZ_CP009702.1	0
group_176	NZ_CP009722.1	0
group_176	NZ_CP009784.1	0
group_176	NZ_CP009841.1	0
group_176	NZ_CP009843.1	0
group_176	NZ_CP009904.1	0
group_176	NZ_CP009934.1	0
group_176	NZ_CP009971.1	0
group_176	NZ_CP009989.1	0
group_176	NZ_CP010021.1	0
group_176	NZ_CP010244.1	0
group_176	NZ_CP010386.1	0
group_176	NZ_CP011655.1	0
group_176	NZ_CP014995.1	0
group_176	NZ_CP016275.1	0
group_176	NZ_CP017724.1	0
group_176	NZ_CP019891.1	0
group_176	NZ_CP029247.1	0
group_176	NZ_CP029647.1	0
group_176	NZ_CP029847.1	0
group_176	NZ_CP029849.1	0
group_176	NZ_CP029851.1	0
