sp-Q934T6-REPA_SALTI	CP034055.1	0
sp-Q934T6-REPA_SALTI	CP035909.1	0
sp-Q934T6-REPA_SALTI	CP040447.1	0
sp-Q934T6-REPA_SALTI	CP044370.1	0
sp-Q934T6-REPA_SALTI	CP050287.1	0
sp-Q934T6-REPA_SALTI	CP052220.1	0
sp-Q934T6-REPA_SALTI	CP052264.1	0
sp-Q934T6-REPA_SALTI	CP052390.1	0
sp-Q934T6-REPA_SALTI	CP052416.1	0
sp-Q934T6-REPA_SALTI	CP052470.1	0
sp-Q934T6-REPA_SALTI	CP052478.1	0
sp-Q934T6-REPA_SALTI	CP052527.1	0
sp-Q934T6-REPA_SALTI	CP052552.1	0
sp-Q934T6-REPA_SALTI	CP063870.1	0
sp-Q934T6-REPA_SALTI	CP064822.1	0
sp-Q934T6-REPA_SALTI	CP067456.1	0
sp-Q934T6-REPA_SALTI	CP067511.1	0
sp-Q934T6-REPA_SALTI	CP067824.1	0
sp-Q934T6-REPA_SALTI	CP067904.1	0
sp-Q934T6-REPA_SALTI	CP084792.1	0
sp-Q934T6-REPA_SALTI	CP089861.1	0
sp-Q934T6-REPA_SALTI	CP094899.1	0
sp-Q934T6-REPA_SALTI	CP098153.1	0
sp-Q934T6-REPA_SALTI	CP098158.1	0
sp-Q934T6-REPA_SALTI	CP109700.1	0
sp-Q934T6-REPA_SALTI	CP109716.1	0
sp-Q934T6-REPA_SALTI	CP109723.1	0
sp-Q934T6-REPA_SALTI	CP110582.1	0
sp-Q934T6-REPA_SALTI	CP110593.1	0
sp-Q934T6-REPA_SALTI	CP110603.1	0
sp-Q934T6-REPA_SALTI	CP110730.1	0
sp-Q934T6-REPA_SALTI	CP110742.1	0
sp-Q934T6-REPA_SALTI	CP124761.1	0
sp-Q934T6-REPA_SALTI	CP128706.1	0
sp-Q934T6-REPA_SALTI	CP128711.1	0
sp-Q934T6-REPA_SALTI	CP128732.1	0
sp-Q934T6-REPA_SALTI	CP133154.1	0
sp-Q934T6-REPA_SALTI	CP133391.1	0
sp-Q934T6-REPA_SALTI	LR134218.1	0
sp-Q934T6-REPA_SALTI	NC_016838.1	0
sp-Q934T6-REPA_SALTI	NZ_AP023149.1	0
sp-Q934T6-REPA_SALTI	NZ_AP024574.1	0
sp-Q934T6-REPA_SALTI	NZ_CP008931.1	0
sp-Q934T6-REPA_SALTI	NZ_CP012427.1	0
sp-Q934T6-REPA_SALTI	NZ_CP012565.1	0
sp-Q934T6-REPA_SALTI	NZ_CP012570.1	0
sp-Q934T6-REPA_SALTI	NZ_CP014756.1	0
sp-Q934T6-REPA_SALTI	NZ_CP015755.1	0
sp-Q934T6-REPA_SALTI	NZ_CP016161.1	0
sp-Q934T6-REPA_SALTI	NZ_CP016924.1	0
sp-Q934T6-REPA_SALTI	NZ_CP019050.1	0
sp-Q934T6-REPA_SALTI	NZ_CP020063.1	0
sp-Q934T6-REPA_SALTI	NZ_CP021714.1	0
sp-Q934T6-REPA_SALTI	NZ_CP021940.1	0
sp-Q934T6-REPA_SALTI	NZ_CP021945.1	0
